10400;1144;Praha 4-Chodov, Py_elská 2327/2, Agrofert, indoor
10401;1154;Praha 4-Braník, Branická 1319/86, panelák (J), +11492
10402;1145;Praha 4-Kunratice, Golèova 1/2, tvrz, maskováno (J)
10403;1138;Praha 4-Nusle, Køesomyslova 593/12, Èeská po_ta
10404;1138;Praha 4-Nusle, Køesomyslova 593/12, Èeská po_ta
10405;1138;Praha 4-Nusle, Køesomyslova 593/12, Èeská po_ta
10407;1145;Praha 4-Nusle, Na Pankráci 1720/123, Generali, indoor
10408;1144;Praha 4-Chodov, V Parku 2308/10, DHL, indoor
10411;1144;Praha 4-Chodov, V Parku 2343/24, indoor
10412;1148;Praha 4-Hrnèíøe, Drazdecká, hospodáøská budova, OMNI
10413;1144;Praha 4-Chodov, Py_elská 2361/4, Centrum pohybové medicíny, indoor
10414;1145;Praha 4-Krè, Èerèanská 2023/12, GØ ØSD, indoor
10415;1144;Praha 4-Chodov, _ustova 1930/2, Poliklinika Ji_ní Mìsto, OMNI
10416;1145;Praha 4-Modøany, Semická 3290/1, panelák, +1451, +CDMA
1001;1146;Praha 10-Zábìhlice, Hledíková 3008/2 (Zahradní Mìsto)
1002;1146;Praha 10-Zábìhlice, Hledíková 3008/2 (Zahradní Mìsto)
1003;1146;Praha 10-Zábìhlice, Hledíková 3008/2 (Zahradní Mìsto)
1004;1144;Praha 10-Vr_ovice, Vr_ovická 1442/65, Ministerstvo _ivotního prostøedí
1005;1144;Praha 10-Vr_ovice, Vr_ovická 1442/65, Ministerstvo _ivotního prostøedí
1006;1144;Praha 10-Vr_ovice, Vr_ovická 1442/65, Ministerstvo _ivotního prostøedí
1007;1146;Praha 10-Hostivaø, _tìrboholská 571/79, Barvy Laky, indoor
1008;1146;Praha 10-_tìrboholy, Nákupní 389/3, Europark, indoor u prodejny
1009;1133;Praha 10-Stra_nice, Vinohradská 3333/159, Radio Liberty, indoor
1010;1144;Praha 10-Michle, Elektrárenská 774/2, ÈEZ
1011;1144;Praha 10-Michle, Elektrárenská 774/2, ÈEZ
1012;1146;Praha 10-Stra_nice, Na Tøebe_ínì 2299/69, SP_ Strojnická, +CDMA
1013;1146;Praha 10-Stra_nice, Na Tøebe_ínì 2299/69, SP_ Strojnická, +CDMA
1014;1146;Praha 10-Stra_nice, Na Tøebe_ínì 2299/69, SP_ Strojnická, +CDMA
1015;1144;Praha 4-Michle, Nuselská 133/134 x Michelská 792/2
1016;1144;Praha 4-Michle, Nuselská 133/134 x Michelská 792/2
1017;1144;Praha 4-Michle, Nuselská 133/134 x Michelská 792/2
1021;1144;Praha 4-Michle, Chodovská 1430/3a, ubytovna ÈD
1022;1144;Praha 4-Michle, Chodovská 1430/3a, ubytovna ÈD
1023;1144;Praha 4-Michle, Chodovská 1430/3a, ubytovna ÈD
1024;1146;Praha 10-Hostivaø, _tìrboholská 571/79, Barvy Laky, +1096, +VDF, +TMO
1025;1146;Praha 10-Hostivaø, _tìrboholská 571/79, Barvy Laky, +1096, +VDF, +TMO
1026;1146;Praha 10-Male_ice, Prùmyslová 556/5, PREFA, +CDMA
1027;1146;Praha 10-Male_ice, Prùmyslová 556/5, PREFA, +CDMA
1028;1146;Praha 10-Dolní Mìcholupy, U Kabelovny 130/22, Zentiva
1029;1146;Praha 10-Dolní Mìcholupy, U Kabelovny 130/22, Zentiva, indoor
1030;1146;Praha 10-Male_ice, Poèernická 272/96
1031;1146;Praha 10-Male_ice, Poèernická 272/96
1032;1146;Praha 10-Male_ice, Poèernická 272/96
1033;1146;Praha 10-Uhøínìves, Pøátelství 78/74
1034;1146;Praha 10-Uhøínìves, Pøátelství 78/74
1035;1146;Praha 10-Uhøínìves, Pøátelství 78/74
1036;1146;Praha 10-Dolní Mìcholupy, Ke Kablu 289, Kovo_rot, +VDF, +TMO
1037;1146;Praha 10-Dolní Mìcholupy, Ke Kablu 289, Kovo_rot, +VDF, +TMO
1040;1144;Praha 10-Vinohrady, U Vinohradské nemocnice 2487/2a x _robárova 75
1041;1144;Praha 10-Vinohrady, U Vinohradské nemocnice 2487/2a x _robárova 75
1042;1146;Praha 10-Stra_nice, V Rybníèkách 1980/31, Z_
1043;1146;Praha 10-Stra_nice, V Rybníèkách 1980/31, Z_
1044;1146;Praha 10-Stra_nice, V Rybníèkách 1980/31, Z_
1045;1146;Praha 10-Zábìhlice, Karafiátová 2312/44 (Zahradní Mìsto)
1046;1146;Praha 10-Zábìhlice, Karafiátová 2312/44 (Zahradní Mìsto)
1047;1146;Praha 10-Zábìhlice, Karafiátová 2312/44 (Zahradní Mìsto)
1048;1146;Praha 10-Hostivaø, Vajdova 1036/15, sídl. Ko_ík
1049;1146;Praha 10-Hostivaø, Vajdova 1036/15, sídl. Ko_ík
1050;1146;Praha 10-Dolní Mìcholupy, Dolnomìcholupská 522/12a, Veskom, indoor
1054;1146;Praha 10-Stra_nice, Dìtská 2047/69 x Èernokostelecká, Solidarita
1055;1146;Praha 10-Stra_nice, Dìtská 2047/69 x Èernokostelecká, Solidarita
1056;1144;Praha 10-Vr_ovice, Ruská 745/66
1057;1144;Praha 10-Vr_ovice, Ruská 745/66
1058;1146;Praha 10-Horní Mìcholupy, Nad Pøehradou 467, panelák, +CDMA, +VDF
1059;1146;Praha 10-Horní Mìcholupy, Nad Pøehradou 467, panelák, +CDMA, +VDF
1063;1146;Praha 10-Kolovraty, Mírová 47/57, Z_
1064;1146;Praha 10-Kolovraty, Mírová 47/57, Z_
1065;1146;Praha 10-Kolovraty, Mírová 47/57, Z_
1066;1146;Praha 10-Zábìhlice, Mláde_nická 3064/5, panelák, +TMO
1067;1146;Praha 10-Zábìhlice, Mláde_nická 3064/5, panelák, +TMO
1068;1146;Praha 10-Zábìhlice, Mláde_nická 3064/5, panelák, +TMO
1069;1146;Praha 10-Zábìhlice, Tulipánová 2806/1 x Chmelová
1070;1146;Praha 10-Zábìhlice, Tulipánová 2806/1 x Chmelová
1071;1146;Praha 10-Zábìhlice, Tulipánová 2806/1 x Chmelová
1072;1146;Praha 10-Hostivaø, Kozmíkova 1001/4, panelák, +VDF, +TMO
1073;1146;Praha 10-Hostivaø, Kozmíkova 1001/4, panelák, +VDF, +TMO
1074;1146;Praha 10-Hostivaø, Kozmíkova 1001/4, panelák, +VDF, +TMO
1075;1146;Praha 10-Uhøínìves, Pøátelství 999, Pragochema, komín, +VDF, +Ufon
1076;1146;Praha 10-Uhøínìves, Pøátelství 999, Pragochema, komín, +VDF, +Ufon
1077;1146;Praha 10-Uhøínìves, Pøátelství 999, Pragochema, komín, +VDF, +Ufon
1078;1144;Praha 10-Vinohrady, _robárova 2551/48, SÚKL, +TMO
1079;1146;Praha 10-Dubeè, Starodubeèská 413/14, Z_, +CDMA, +VDF, +TMO
1080;1146;Praha 10-Dubeè, Starodubeèská 413/14, Z_, +CDMA, +VDF, +TMO
1081;1146;Praha 10-Dubeè, Starodubeèská 413/14, Z_, +CDMA, +VDF, +TMO
1082;1144;Praha 10-Vr_ovice, Kubánské nám. 1289/27, +VDF
1083;1144;Praha 10-Vr_ovice, Kubánské nám. 1289/27, +VDF
1084;1144;Praha 10-Vr_ovice, Kubánské nám. 1289/27, +VDF
1085;1146;Praha 10-Horní Mìcholupy, Boloòská 308, panelák
1086;1146;Praha 10-Horní Mìcholupy, Boloòská 308, panelák
1087;1146;Praha 10-Horní Mìcholupy, Boloòská 308, panelák
1091;1146;Praha 10-Hostivaø, U dvojdomù 862/10, panelák v sídl. Hornomìcholupská
1092;1146;Praha 10-Hostivaø, U dvojdomù 862/10, panelák v sídl. Hornomìcholupská
1093;1144;Praha 10-Vr_ovice, Moskevská 696/70
1094;1144;Praha 10-Vr_ovice, Moskevská 696/70
1095;1144;Praha 10-Vr_ovice, Moskevská 696/70
1096;1146;Praha 10-Hostivaø, _tìrboholská 571/79, Barvy Laky, +1024-5, +VDF, +TMO
1097;1146;Praha 10-Stra_nice, Køenická 2253/11, panelák, sídl. Skalka
1098;1146;Praha 10-Stra_nice, Køenická 2253/11, panelák, sídl. Skalka
1099;1146;Praha 10-Stra_nice, Køenická 2253/11, panelák, sídl. Skalka
11002;1144;Praha 10-Vr_ovice, Ruská 451/10
11003;1144;Praha 10-Vr_ovice, Ruská 451/10
11004;1146;Praha 10-_tìrboholy, K Uèili_ti 165/15, SOU zemìdìlské a Domov mláde_e
11005;1146;Praha 10-_tìrboholy, K Uèili_ti 165/15, SOU zemìdìlské a Domov mláde_e
11006;1146;Praha 10-_tìrboholy, K Uèili_ti 165/15, SOU zemìdìlské a Domov mláde_e
11012;1144;Praha 10-Vr_ovice, Moskevská 1403/28
11013;1144;Praha 10-Vr_ovice, Moskevská 1403/28
11014;1146;Praha 10-Stra_nice, Èernokostelecká 1153/72 x _kvorecká
11015;1146;Praha 10-Stra_nice, Èernokostelecká 1153/72 x _kvorecká
11016;1146;Praha 10-Stra_nice, Èernokostelecká 1153/72 x _kvorecká
11017;1146;Praha 10-Stra_nice, Dubeèská 1766/16
11018;1146;Praha 10-Stra_nice, Dubeèská 1766/16
11019;1146;Praha 10-Stra_nice, Dubeèská 1766/16
